10100,0,0
10101,24,0
10150,48,0
10151,72,0
10152,96,0
10153,120,0
10154,144,0
10155,168,0
10156,192,0
10157,216,0
10158,240,0
10200,264,0
10201,288,0
10202,312,0
10203,336,0
10204,360,0
10205,384,0
10206,408,0
10207,432,0
10208,456,0
10209,480,0
10210,504,0
10211,528,0
10212,552,0
10213,576,0
10214,600,0
10215,624,0
10216,648,0
10217,672,0
10218,696,0
10250,720,0
10251,744,0
10252,768,0
10253,792,0
10254,816,0
10255,840,0
10256,864,0
10257,888,0
10258,912,0
10259,936,0
10260,960,0
10261,984,0
10262,1008,0
10263,1032,0
10264,0,32
10265,24,32
10300,48,32
10301,72,32
10302,96,32
10303,120,32
10304,144,32
10305,168,32
10306,192,32
10307,216,32
10350,240,32
10351,264,32
10352,288,32
10353,312,32
10354,336,32
10355,360,32
10356,384,32
10357,408,32
10358,432,32
10359,456,32
10360,480,32
10361,504,32
10362,528,32
10363,552,32
10364,576,32
10365,600,32
10400,624,32
10401,648,32
10402,672,32
10403,696,32
10404,720,32
10405,744,32
10406,768,32
10407,792,32
10408,816,32
10409,840,32
10410,864,32
10411,888,32
10412,912,32
10413,936,32
10450,960,32
10451,984,32
10452,1008,32
10453,1032,32
10454,0,64
10455,24,64
10456,48,64
10457,72,64
10458,96,64
10459,120,64
10460,144,64
10461,168,64
10462,192,64
10463,216,64
10464,240,64
10465,264,64
10466,288,64
10467,312,64
10468,336,64
10500,360,64
10501,384,64
10502,408,64
10503,432,64
10504,456,64
10505,480,64
10506,504,64
10507,528,64
10508,552,64
10509,576,64
10510,600,64
10511,624,64
10512,648,64
10513,672,64
10514,696,64
10515,720,64
10525,744,64
10526,768,64
10527,792,64
10528,816,64
10529,840,64
10530,864,64
10600,888,64
10601,912,64
10602,936,64
10603,960,64
10604,984,64
10605,1008,64
10606,1032,64
10607,0,96
10608,24,96
10609,48,96
10610,72,96
10611,96,96
10612,120,96
11000,144,96
11001,168,96
11002,192,96
11003,216,96
11004,240,96
11005,264,96
11006,288,96
11007,312,96
11008,336,96
11009,360,96
11010,384,96
11011,408,96
11012,432,96
11013,456,96
11050,480,96
11051,504,96
11052,528,96
11053,552,96
11054,576,96
11055,600,96
11056,624,96
11057,648,96
11058,672,96
11100,696,96
11101,720,96
11102,744,96
11103,768,96
11104,792,96
11105,816,96
11106,840,96
11500,864,96
11501,888,96
11550,912,96
11551,936,96
11552,960,96
11553,984,96
11554,1008,96
11600,1032,96
11601,0,128
11650,24,128
11651,48,128
11652,72,128
11653,96,128
11700,120,128
11701,144,128
11702,168,128
11703,192,128
11750,216,128
11751,240,128
11752,264,128
11800,288,128
11801,312,128
11802,336,128
11850,360,128
11851,384,128
11852,408,128
12500,432,128
12501,456,128
12502,480,128
12503,504,128
12504,528,128
12505,552,128
12506,576,128
12507,600,128
12508,624,128
12509,648,128
12510,672,128
12525,696,128
12526,720,128
12550,744,128
12551,768,128
12552,792,128
12553,816,128
12554,840,128
12555,864,128
12575,888,128
12576,912,128
12577,936,128
12578,960,128
12579,984,128
12580,1008,128
12600,1032,128
12601,0,160
12602,24,160
12603,48,160
12604,72,160
12605,96,160
12606,120,160
12607,144,160
12608,168,160
12609,192,160
12610,216,160
12611,240,160
12625,264,160
12626,288,160
12627,312,160
12628,336,160
12629,360,160
12630,384,160
12650,408,160
12651,432,160
12652,456,160
12653,480,160
12654,504,160
12655,528,160
12656,552,160
12675,576,160
12676,600,160
12677,624,160
12678,648,160
12679,672,160
12680,696,160
12700,720,160
12701,744,160
12702,768,160
12710,792,160
12711,816,160
12712,840,160
12800,864,160
12801,888,160
12802,912,160
12803,936,160
12804,960,160
12805,984,160
12806,1008,160
12807,1032,160
12825,0,192
12826,24,192
12827,48,192
12828,72,192
12835,96,192
12836,120,192
12837,144,192
12900,168,192
12901,192,192
12902,216,192
12903,240,192
12904,264,192
12905,288,192
12906,312,192
12907,336,192
12908,360,192
12909,384,192
12910,408,192
13000,432,192
13001,456,192
13002,480,192
